Source,Text,Class
bitcoin,Copyright (c) 2014-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"All alphanumeric characters except for ""0"", ""I"", ""O"", and ""l""",NL
bitcoin,Skip leading spaces.,NL
bitcoin,Skip and count leading '1's.,NL
bitcoin,Allocate enough space in big-endian base256 representation.,NL
bitcoin,"log(58) / log(256), rounded up.",NL_CODE
bitcoin,Process the characters.,NL
bitcoin,guarantee not out of range,NL
bitcoin,Decode base58 character,NL
bitcoin,Invalid b58 character,NL
bitcoin,Skip trailing spaces.,NL
bitcoin,Skip leading zeroes in b256.,NL
bitcoin,Copy result into output vector.,NL
bitcoin,Skip & count leading zeroes.,NL
bitcoin,Allocate enough space in big-endian base58 representation.,NL
bitcoin,"log(256) / log(58), rounded up.",NL_CODE
bitcoin,Process the bytes.,NL
bitcoin,"Apply ""b58 = b58256 + ch"".",NL_CODE
bitcoin,Skip leading zeroes in base58 result.,NL
bitcoin,Translate the result into a string.,NL
bitcoin,add 4-byte hash check to the end,NL
bitcoin,"re-calculate the checksum, ensure it matches the included 4-byte checksum",NL
bitcoin,"Copyright (c) 2017, 2021 Pieter Wuille",NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,The Bech32 and Bech32m character set for encoding.,NL
bitcoin,The Bech32 and Bech32m character set for decoding.,NL
bitcoin,Determine the final constant to use for the specified encoding.,NL
bitcoin,"This function will compute what 6 5-bit values to XOR into the last 6 input values, in order to
  make the checksum 0. These 6 values are packed together in a single 30-bit integer. The higher
  bits correspond to earlier values.",NL
bitcoin,"The input is interpreted as a list of coefficients of a polynomial over F = GF(32), with an",NL_CODE
bitcoin,"implicit 1 in front. If the input is [v0,v1,v2,v3,v4], that polynomial is v(x) =",NL_CODE
bitcoin,1*x^5 + v0*x^4 + v1*x^3 + v2*x^2 + v3*x + v4. The implicit 1 guarantees that,NL_CODE
bitcoin,"[v0,v1,v2,...] has a distinct checksum from [0,v0,v1,v2,...].",NL_CODE
bitcoin,The output is a 30-bit integer whose 5-bit groups are the coefficients of the remainder of,NL
bitcoin,"v(x) mod g(x), where g(x) is the Bech32 generator,",NL_CODE
bitcoin,x^6 + {29}x^5 + {22}x^4 + {20}x^3 + {21}x^2 + {29}x + {18}. g(x) is chosen in such a way,NL_CODE
bitcoin,"that the resulting code is a BCH code, guaranteeing detection of up to 3 errors within a",NL
bitcoin,"window of 1023 characters. Among the various possible BCH codes, one was selected to in",NL
bitcoin,fact guarantee detection of up to 4 errors within a window of 89 characters.,NL
bitcoin,"Note that the coefficients are elements of GF(32), here represented as decimal numbers",NL_CODE
bitcoin,"between {}. In this finite field, addition is just XOR of the corresponding numbers. For",NL
bitcoin,"example, {27} + {13} = {27 ^ 13} = {22}. Multiplication is more complicated, and requires",NL_CODE
bitcoin,"treating the bits of values themselves as coefficients of a polynomial over a smaller field,",NL
bitcoin,"GF(2), and multiplying those polynomials mod a^5 + a^3 + 1. For example, {5}{26} =",NL_CODE
bitcoin,(a^2 + 1)(a^4 + a^3 + a) = (a^4 + a^3 + a)a^2 + (a^4 + a^3 + a) = a^6 + a^5 + a^4 + a,CODE
bitcoin,= a^3 + 1 (mod a^5 + a^3 + 1) = {9}.,CODE
bitcoin,"During the course of the loop below, `c` contains the bitpacked coefficients of the",NL
bitcoin,"polynomial constructed from just the values of v that were processed so far, mod g(x). In",NL
bitcoin,"the above example, `c` initially corresponds to 1 mod g(x), and after processing 2 inputs of",NL
bitcoin,"v, it corresponds to x^2 + v0*x + v1 mod g(x). As 1 mod g(x) = 1, that is the starting value",NL_CODE
bitcoin,for `c`.,NL
bitcoin,We want to update `c` to correspond to a polynomial with one extra term. If the initial,NL
bitcoin,"value of `c` consists of the coefficients of c(x) = f(x) mod g(x), we modify it to",NL_CODE
bitcoin,"correspond to c'(x) = (f(x)x + v_i) mod g(x), where v_i is the next input to",NL_CODE
bitcoin,process. Simplifying:,NL
bitcoin,c'(x) = (f(x)x + v_i) mod g(x),CODE
bitcoin,((f(x) mod g(x))x + v_i) mod g(x),CODE
bitcoin,(c(x)x + v_i) mod g(x),CODE
bitcoin,"If c(x) = c0*x^5 + c1*x^4 + c2*x^3 + c3*x^2 + c4*x + c5, we want to compute",NL_CODE
bitcoin,c'(x) = (c0*x^5 + c1*x^4 + c2*x^3 + c3*x^2 + c4*x + c5)x + v_i mod g(x),CODE
bitcoin,#NAME?,CODE
bitcoin,= c0*(x^6 mod g(x)) + c1*x^5 + c2*x^4 + c3*x^3 + c4*x^2 + c5*x + v_i,CODE
bitcoin,"If we call (x^6 mod g(x)) = k(x), this can be written as",NL_CODE
bitcoin,c'(x) = (c1*x^5 + c2*x^4 + c3*x^3 + c4*x^2 + c5*x + v_i) + c0*k(x),CODE
bitcoin,"First, determine the value of c0:",NL
bitcoin,Then compute c1*x^5 + c2*x^4 + c3*x^3 + c4*x^2 + c5*x + v_i:,NL_CODE
bitcoin,"Finally, for each set bit n in c0, conditionally add {2^n}k(x):",NL_CODE
bitcoin,k(x) = {29}x^5 + {22}x^4 + {20}x^3 + {21}x^2 + {29}x + {18},CODE
bitcoin,{2}k(x) = {19}x^5 +  {5}x^4 +     x^3 +  {3}x^2 + {19}x + {13},CODE
bitcoin,{4}k(x) = {15}x^5 + {10}x^4 +  {2}x^3 +  {6}x^2 + {15}x + {26},CODE
bitcoin,{8}k(x) = {30}x^5 + {20}x^4 +  {4}x^3 + {12}x^2 + {30}x + {29},CODE
bitcoin,{16}k(x) = {21}x^5 +     x^4 +  {8}x^3 + {24}x^2 + {21}x + {19},CODE
bitcoin,Convert to lower case.,NL
bitcoin,Expand a HRP for use in checksum computation.,NL
bitcoin,Verify a checksum.,NL
bitcoin,"PolyMod computes what value to xor into the final values to make the checksum 0. However,",NL
bitcoin,"if we required that the checksum was 0, it would be the case that appending a 0 to a valid",NL
bitcoin,"list of values would result in a new valid list. For that reason, Bech32 requires the",NL
bitcoin,"resulting checksum to be 1 instead. In Bech32m, this constant was amended.",NL
bitcoin,Create a checksum.,NL
bitcoin,Append 6 zeroes,NL
bitcoin,Determine what to XOR into those 6 zeroes.,NL
bitcoin,Convert the 5-bit groups in mod to checksum values.,NL
bitcoin,namespace,NL
bitcoin,Encode a Bech32 or Bech32m string.,NL
bitcoin,First ensure that the HRP is all lowercase. BIP-173 and BIP350 require an encoder,NL
bitcoin,"to return a lowercase Bech32/Bech32m string, but if given an uppercase HRP, the",NL
bitcoin,result will always be invalid.,NL
bitcoin,Decode a Bech32 or Bech32m string.,NL
bitcoin,namespace bech32,NL
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,Default number of blocks to generate for RPC generatetoaddress.,NL
bitcoin,libevent event log callback,NL
bitcoin,EVENT_LOG_ERR was added in 2.0.19; but before then _EVENT_LOG_ERR existed.,NL_CODE
bitcoin,Ignore everything other than errors,NL
bitcoin,Exception thrown on connection error.  This error is used to determine,NL
bitcoin,when to wait if -rpcwait is given.,NL
bitcoin,This function returns either one of EXIT_ codes when it's expected to stop the process or,NL_CODE
bitcoin,CONTINUE_EXECUTION when it's expected to continue further.,NL_CODE
bitcoin,Check for chain settings (BaseParams() calls are only valid after this clause),NL_CODE
bitcoin,Reply structure for request_done to fill in,NL
bitcoin,"If req is nullptr, it means an error occurred while connecting: the
        error code will have been passed to http_error_cb.",NL_CODE
bitcoin,"Class that handles the conversion from a command-line to a JSON-RPC request,
 as well as converting back to a JSON object that can be shown as result.",NL
bitcoin,Process addrinfo requests,NL
bitcoin,"Count the number of peers we know by network, including torv2 versus torv3.",NL
bitcoin,Prepare result to return to user.,NL
bitcoin,Total address count,NL
bitcoin,Process getinfo requests,NL
bitcoin,Create a simulated `getinfo` request.,NL
bitcoin,Collect values from the batch and form a simulated `getinfo` reply.,NL
bitcoin,"Errors in getnetworkinfo() and getblockchaininfo() are fatal, pass them on;",NL_CODE
bitcoin,getwalletinfo() and getbalances() are allowed to fail if there is no wallet.,NL_CODE
bitcoin,Process netinfo requests,NL
bitcoin,"!< Peer counts by (in/out/total, networks/total)",NL
bitcoin,!< Optional user-supplied arg to set dashboard details level,NL
bitcoin,"Count peer connection totals, and if DetailsRequested(), store peer data in a vector of structs.",NL
bitcoin,in/out by network,NL
bitcoin,in/out overall,NL
bitcoin,total by network,NL
bitcoin,total overall,NL
bitcoin,Push data for this peer to the peers vector.,NL
bitcoin,Generate report header.,NL
bitcoin,Report detailed peer connections list sorted by direction and minimum ping time.,NL
bitcoin,variable spacing,NL
bitcoin,variable spacing,NL
bitcoin,variable spacing,NL
bitcoin,variable spacing,NL
bitcoin,Report peer connection totals by type.,NL
bitcoin,"false if total i2p peers count is 0, otherwise true",NL
bitcoin,ipv4/ipv6/onion peers counts,NL
bitcoin,i2p peers count,NL
bitcoin,total peers count,NL
bitcoin,the outbound row has two extra columns for block relay and manual peer counts,NL
bitcoin,"Report local addresses, ports, and scores.",NL
bitcoin,Process RPC generatetoaddress request.,NL
bitcoin,Process default single requests,NL
bitcoin,"In preference order, we choose the following for the port:",NL
bitcoin,1. -rpcport,CODE
bitcoin,2. port in -rpcconnect (ie following : in ipv4 or ]: in ipv6),NL
bitcoin,3. default port for chain,NL
bitcoin,Obtain event base,NL
bitcoin,Synchronously look up hostname,NL
bitcoin,Set connection timeout,NL
bitcoin,"Indefinite request timeouts are not possible in libevent-http, so we",NL
bitcoin,set the timeout to a very long time period instead.,NL
bitcoin,Average length of year in Gregorian calendar,NL
bitcoin,Get credentials,NL
bitcoin,Try fall back to cookie-based authentication if no password is provided,NL
bitcoin,Attach request data,NL
bitcoin,check if we should use a special wallet endpoint,NL
bitcoin,ownership moved to evcon in above call,NL
bitcoin,Parse reply,NL
bitcoin,"ConnectAndCallRPC wraps CallRPC with -rpcwait and an exception handler.

 @param[in] rh         Pointer to RequestHandler.
 @param[in] strMethod  Reference to const string method to forward to CallRPC.
 @param[in] rpcwallet  Reference to const optional string wallet name to forward to CallRPC.
 @returns the RPC response as a UniValue object.
 @throws a CConnectionFailed std::runtime_error if connection failed or RPC server still in warmup.",NL_CODE
bitcoin,Execute and handle connection failures with -rpcwait.,NL
bitcoin,"Connection succeeded, no need to retry.",NL
bitcoin,Parse UniValue result to update the message to print to std::cout.,NL
bitcoin,Parse UniValue error to update the message to print to std::cerr and the code to return.,NL_CODE
bitcoin,"GetWalletBalances calls listwallets; if more than one wallet is loaded, it then
 fetches mine.trusted balances for each loaded wallet and pushes them to `result`.

 @param result  Reference to UniValue object the wallet names and balances are pushed to.",NL_CODE
bitcoin,args=,CODE
bitcoin,args=,CODE
bitcoin,"Call RPC getnewaddress.
 @returns getnewaddress response as a UniValue object.",NL_CODE
bitcoin,args=,CODE
bitcoin,"Check bounds and set up args for RPC generatetoaddress params: nblocks, address, maxtries.
 @param[in] address  Reference to const string address to insert into the args.
 @param     args     Reference to vector of string args to modify.",NL_CODE
bitcoin,Skip switches,NL
bitcoin,Read one arg per line from stdin and append,NL
bitcoin,Remove trailing method name from arguments vector,NL
bitcoin,Perform RPC call,NL
bitcoin,Parse reply,NL
bitcoin,fetch multiwallet balances and append to result,NL
bitcoin,Export main() and ensure working ASLR on Windows.,NL_CODE
bitcoin,Exporting a symbol will prevent the linker from stripping,NL
bitcoin,"the .reloc section from the binary, which is a requirement",NL
bitcoin,for ASLR. This is a temporary workaround until a fixed,NL
bitcoin,version of binutils is used for releases.,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,This function returns either one of EXIT_ codes when it's expected to stop the process or,NL_CODE
bitcoin,CONTINUE_EXECUTION when it's expected to continue further.,NL_CODE
bitcoin,Check for chain settings (Params() calls are only valid after this clause),NL_CODE
bitcoin,First part of help message is specific to this utility,NL
bitcoin,separate NAME:VALUE in string,NL_CODE
bitcoin,separate NAME:FILENAME in string,NL_CODE
bitcoin,load file chunks into one big buffer,NL
bitcoin,evaluate as JSON buffer register,NL
bitcoin,parse requested index,NL
bitcoin,set the nSequence to MAX_INT - 2 (= RBF opt in flag),NL_CODE
bitcoin,separate TXID:VOUT in string,NL_CODE
bitcoin,extract and validate TXID,NL
bitcoin,extract and validate vout,NL
bitcoin,extract the optional sequence number,NL
bitcoin,append to transaction input list,NL
bitcoin,Separate into VALUE:ADDRESS,NL_CODE
bitcoin,Extract and validate VALUE,NL
bitcoin,extract and validate ADDRESS,NL
bitcoin,"construct TxOut, append to transaction output list",NL
bitcoin,Separate into VALUE:PUBKEY[:FLAGS],NL_CODE
bitcoin,Extract and validate VALUE,NL
bitcoin,Extract and validate PUBKEY,NL
bitcoin,Extract and validate FLAGS,NL
bitcoin,Build a P2WPKH script,NL
bitcoin,"Get the ID for the script, and then construct a P2SH destination for it.",NL
bitcoin,"construct TxOut, append to transaction output list",NL
bitcoin,Separate into VALUE:REQUIRED:NUMKEYS:PUBKEY1:PUBKEY2:....[:FLAGS],NL_CODE
bitcoin,Check that there are enough parameters,NL
bitcoin,Extract and validate VALUE,NL
bitcoin,Extract REQUIRED,NL
bitcoin,Extract NUMKEYS,NL
bitcoin,Validate there are the correct number of pubkeys,NL
bitcoin,extract and validate PUBKEYs,NL
bitcoin,Extract FLAGS,NL
bitcoin,Validate that there were no more parameters passed,NL
bitcoin,Build a P2WSH with the multisig script,NL
bitcoin,"Get the ID for the script, and then construct a P2SH destination for it.",NL
bitcoin,"construct TxOut, append to transaction output list",NL
bitcoin,separate [VALUE:]DATA in string,NL_CODE
bitcoin,Extract and validate VALUE,NL
bitcoin,extract and validate DATA,NL
bitcoin,separate VALUE:SCRIPT[:FLAGS],NL_CODE
bitcoin,Extract and validate VALUE,NL
bitcoin,extract and validate script,NL
bitcoin,Extract FLAGS,NL
bitcoin,"construct TxOut, append to transaction output list",NL
bitcoin,parse requested deletion index,NL
bitcoin,delete input from transaction,NL
bitcoin,parse requested deletion index,NL
bitcoin,delete output from transaction,NL
bitcoin,mergedTx will end up with all the signatures; it,NL
bitcoin,starts as a clone of the raw tx:,NL
bitcoin,Add previous txouts given in the RPC call:,NL
bitcoin,"if redeemScript given and private keys given,",NL
bitcoin,add redeemScript to the tempKeystore so it can be signed:,NL
bitcoin,Sign what we can:,NL
bitcoin,Only sign SIGHASH_SINGLE if there's a corresponding output:,NL_CODE
bitcoin,include_addresses,NL
bitcoin,the hex-encoded transaction hash (aka the transaction id),NL
bitcoin,"Skip switches; Permit common stdin convention ""-""",NL
bitcoin,require at least one param,NL
bitcoin,param: hex-encoded bitcoin transaction,NL
bitcoin,"""-"" implies standard input",NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,This function returns either one of EXIT_ codes when it's expected to stop the process or,NL_CODE
bitcoin,CONTINUE_EXECUTION when it's expected to continue further.,NL_CODE
bitcoin,Check for chain settings (Params() calls are only valid after this clause),NL_CODE
bitcoin,First part of help message is specific to this utility,NL
bitcoin,working copy,NL
bitcoin,Export main() and ensure working ASLR on Windows.,NL_CODE
bitcoin,Exporting a symbol will prevent the linker from stripping,NL
bitcoin,"the .reloc section from the binary, which is a requirement",NL
bitcoin,for ASLR. This is a temporary workaround until a fixed,NL
bitcoin,version of binutils is used for releases.,NL
bitcoin,Copyright (c) 2016-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"check for printtoconsole, allow -debug",NL
bitcoin,Check for chain settings (Params() calls are only valid after this clause),NL_CODE
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"Custom implementation of daemon(). This implements the same order of operations as glibc.
 Opens a pipe to the child process to be able to wait for an event to occur.

 @returns 0 if successful, and in child process.
          >0 if successful, and in parent process.
          -1 in case of error (in parent process).

          In case of success, endpoint will be one end of a pipe from the child to parent process,
          which can be used with TokenWrite (in the child) or TokenRead (in the parent).",NL_CODE
bitcoin,communication pipe with child process,NL
bitcoin,pipe or pipe2 failed.,NL
bitcoin,fork failed.,NL
bitcoin,"Parent process gets read end, closes write end.",NL
bitcoin,Something went wrong while setting up child process.,NL
bitcoin,"Child process gets write end, closes read end.",NL
bitcoin,setsid failed.,NL
bitcoin,chdir failed.,NL
bitcoin,"Open /dev/null, and clone it into STDIN, STDOUT and STDERR to detach",NL
bitcoin,from terminal.,NL
bitcoin,Don't close if fd<=2 to try to handle the case where the program was invoked without any file descriptors open.,NL_CODE
bitcoin,dup2 failed.,NL
bitcoin,open /dev/null failed.,NL_CODE
bitcoin,Success,NL
bitcoin,"If Qt is used, parameters/bitcoin.conf are parsed in qt/bitcoin.cpp's main()",NL_CODE
bitcoin,Process help and version before taking care about datadir,NL
bitcoin,Communication with parent after daemonizing. This is used for signalling in the following ways:,NL
bitcoin,- a boolean token is sent when the initialization process (all the Init* functions) have finished to indicate,NL_CODE
bitcoin,"that the parent process can quit, and whether it was successful/unsuccessful.",NL
bitcoin,#NAME?,CODE
bitcoin,"end, which is interpreted as failure to start.",NL
bitcoin,Check for chain settings (Params() calls are only valid after this clause),NL_CODE
bitcoin,Error out when loose non-argument tokens are encountered on command line,NL
bitcoin,-server defaults to true for bitcoind but not for the GUI so do this here,NL
bitcoin,Set this early so that parameter interactions go to console,NL
bitcoin,"InitError will have been called with detailed error, which ends up on console",NL
bitcoin,"InitError will have been called with detailed error, which ends up on console",NL
bitcoin,"InitError will have been called with detailed error, which ends up on console",NL
bitcoin,Daemonize,NL
bitcoin,"don't chdir (1), do close FDs (0)",NL_CODE
bitcoin,Child: continue.,NL_CODE
bitcoin,"If -daemonwait is not enabled, immediately send a success token the parent.",NL
bitcoin,Error happened.,NL
bitcoin,Parent: wait and exit.,NL_CODE
bitcoin,Success,NL
bitcoin,fRet = false or token read error (premature exit).,NL_CODE
bitcoin,HAVE_DECL_FORK,CODE
bitcoin,Lock data directory after daemonization,NL
bitcoin,"If locking the data directory failed, exit immediately",NL
bitcoin,"Signal initialization status to parent, then close pipe.",NL
bitcoin,Connect bitcoind signal handlers,NL
bitcoin,Copyright (c) 2016-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,TODO: Use our mempool prior to block acceptance to predictively fill more than just the coinbase,NL
bitcoin,"index is a uint16_t, so can't overflow here",NL
bitcoin,If we are inserting a tx at an index greater than our full list of shorttxids,NL
bitcoin,"plus the number of prefilled txn we've inserted, then we have txn for which we",NL
bitcoin,have neither a prefilled txn or a shorttxid!,NL
bitcoin,Calculate map of txids -> positions and check mempool to see what we have (or don't),NL
bitcoin,Because well-formed cmpctblock messages will have a (relatively) uniform distribution,NL
bitcoin,"of short IDs, any highly-uneven distribution of elements can be safely treated as a",NL
bitcoin,READ_STATUS_FAILED.,CODE
bitcoin,"To determine the chance that the number of entries in a bucket exceeds N,",NL
bitcoin,we use the fact that the number of elements in a single bucket is,NL
bitcoin,"binomially distributed (with n = the number of shorttxids S, and p =",NL
bitcoin,"1 / the number of buckets), that in the worst case the number of buckets is",NL
bitcoin,"equal to S (due to std::unordered_map having a default load factor of 1.0),",NL_CODE
bitcoin,and that the chance for any bucket to exceed N elements is at most,NL
bitcoin,buckets(the chance that any given bucket is above N elements).,NL
bitcoin,"Thus: P(max_elements_per_bucket > N) <= S(1 - cdf(binomial(n=S,p=1/S), N)).",NL_CODE
bitcoin,"If we assume blocks of up to 16000, allowing 12 elements per bucket should",NL
bitcoin,only fail once per ~1 million block transfers (per peer and connection).,NL
bitcoin,"TODO: in the shortid-collision case, we should instead request both transactions",NL
bitcoin,which collided. Falling back to full-block-request here is overkill.,NL
bitcoin,Short ID collision,NL
bitcoin,"If we find two mempool txn that match the short id, just request it.",NL
bitcoin,"This should be rare enough that the extra bandwidth doesn't matter,",NL
bitcoin,but eating a round-trip due to FillBlock failure would be annoying,NL
bitcoin,"Though ideally we'd continue scanning for the two-txn-match-shortid case,",NL
bitcoin,the performance win of an early exit here is too good to pass up and worth,NL
bitcoin,the extra risk.,NL
bitcoin,"If we find two mempool/extra txn that match the short id, just",NL
bitcoin,request it.,NL
bitcoin,"This should be rare enough that the extra bandwidth doesn't matter,",NL
bitcoin,but eating a round-trip due to FillBlock failure would be annoying,NL
bitcoin,Note that we don't want duplication between extra_txn and mempool to,NL
bitcoin,"trigger this case, so we compare witness hashes first",NL
bitcoin,"Though ideally we'd continue scanning for the two-txn-match-shortid case,",NL
bitcoin,the performance win of an early exit here is too good to pass up and worth,NL
bitcoin,the extra risk.,NL
bitcoin,Make sure we can't call FillBlock again.,NL_CODE
bitcoin,"TODO: We really want to just check merkle tree manually here,",NL
bitcoin,"but that is expensive, and CheckBlock caches a block's",NL_CODE
bitcoin,"""checked-status"" (in the CBlock?). CBlock should be able to",NL_CODE
bitcoin,check its own merkle root and cache that check.,NL
bitcoin,Possible Short ID collision,NL
bitcoin,Copyright (c) 2018-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
