ID,Class,Text
102,1,through an intermediate MPI representation.
103,5,The 0x00800000 bit denotes the sign.
104,1,"Thus, if it is already set, divide the mantissa by 256 and increase the exponent."
105,1,Copyright (c) 2009-2010 Satoshi Nakamoto
106,1,Copyright (c) 2009-2020 The Bitcoin Core developers
107,1,"Distributed under the MIT software license, see the accompanying"
108,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
109,1,thread save setter
110,1,"no need to write down, just read data"
111,1,sweep out unused entries
112,1,force write
113,1,clean unused entries (if bantime has expired)
114,1,store banlist to disk
115,1,store banlist to disk immediately
116,1,store banlist to disk immediately
117,1,Sweep the banlist so expired bans are not returned
118,1,create a thread safe copy
119,1,update UI
120,5,reuse m_banned lock for the m_is_dirty flag
121,1,Copyright (c) 2014-2020 The Bitcoin Core developers
122,1,"Distributed under the MIT software license, see the accompanying"
123,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
124,1,"All alphanumeric characters except for ""0"", ""I"", ""O"", and ""l"""
125,1,Skip leading spaces.
126,1,Skip and count leading '1's.
127,1,Allocate enough space in big-endian base256 representation.
128,5,"log(58) / log(256), rounded up."
129,1,Process the characters.
130,1,guarantee not out of range
131,1,Decode base58 character
132,1,Invalid b58 character
133,1,Skip trailing spaces.
134,1,Skip leading zeroes in b256.
135,1,Copy result into output vector.
136,1,Skip & count leading zeroes.
137,1,Allocate enough space in big-endian base58 representation.
138,5,"log(256) / log(58), rounded up."
139,1,Process the bytes.
140,5,"Apply ""b58 = b58256 + ch""."
141,1,Skip leading zeroes in base58 result.
142,1,Translate the result into a string.
143,1,add 4-byte hash check to the end
144,1,"re-calculate the checksum, ensure it matches the included 4-byte checksum"
145,1,"Copyright (c) 2017, 2021 Pieter Wuille"
146,1,"Distributed under the MIT software license, see the accompanying"
147,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
148,1,The Bech32 and Bech32m character set for encoding.
149,1,The Bech32 and Bech32m character set for decoding.
150,1,Determine the final constant to use for the specified encoding.
151,1,"This function will compute what 6 5-bit values to XOR into the last 6 input values, in order to
  make the checksum 0. These 6 values are packed together in a single 30-bit integer. The higher
  bits correspond to earlier values."
152,5,"The input is interpreted as a list of coefficients of a polynomial over F = GF(32), with an"
153,5,"implicit 1 in front. If the input is [v0,v1,v2,v3,v4], that polynomial is v(x) ="
154,5,1*x^5 + v0*x^4 + v1*x^3 + v2*x^2 + v3*x + v4. The implicit 1 guarantees that
155,5,"[v0,v1,v2,...] has a distinct checksum from [0,v0,v1,v2,...]."
156,1,The output is a 30-bit integer whose 5-bit groups are the coefficients of the remainder of
157,5,"v(x) mod g(x), where g(x) is the Bech32 generator,"
158,5,x^6 + {29}x^5 + {22}x^4 + {20}x^3 + {21}x^2 + {29}x + {18}. g(x) is chosen in such a way
159,1,"that the resulting code is a BCH code, guaranteeing detection of up to 3 errors within a"
160,1,"window of 1023 characters. Among the various possible BCH codes, one was selected to in"
161,1,fact guarantee detection of up to 4 errors within a window of 89 characters.
162,5,"Note that the coefficients are elements of GF(32), here represented as decimal numbers"
163,1,"between {}. In this finite field, addition is just XOR of the corresponding numbers. For"
164,5,"example, {27} + {13} = {27 ^ 13} = {22}. Multiplication is more complicated, and requires"
165,1,"treating the bits of values themselves as coefficients of a polynomial over a smaller field,"
166,5,"GF(2), and multiplying those polynomials mod a^5 + a^3 + 1. For example, {5}{26} ="
167,2,(a^2 + 1)(a^4 + a^3 + a) = (a^4 + a^3 + a)a^2 + (a^4 + a^3 + a) = a^6 + a^5 + a^4 + a
168,2,= a^3 + 1 (mod a^5 + a^3 + 1) = {9}.
169,1,"During the course of the loop below, `c` contains the bitpacked coefficients of the"
170,1,"polynomial constructed from just the values of v that were processed so far, mod g(x). In"
171,1,"the above example, `c` initially corresponds to 1 mod g(x), and after processing 2 inputs of"
172,5,"v, it corresponds to x^2 + v0*x + v1 mod g(x). As 1 mod g(x) = 1, that is the starting value"
173,1,for `c`.
174,1,We want to update `c` to correspond to a polynomial with one extra term. If the initial
175,5,"value of `c` consists of the coefficients of c(x) = f(x) mod g(x), we modify it to"
176,5,"correspond to c'(x) = (f(x)x + v_i) mod g(x), where v_i is the next input to"
177,1,process. Simplifying:
178,2,c'(x) = (f(x)x + v_i) mod g(x)
179,2,((f(x) mod g(x))x + v_i) mod g(x)
180,2,(c(x)x + v_i) mod g(x)
181,5,"If c(x) = c0*x^5 + c1*x^4 + c2*x^3 + c3*x^2 + c4*x + c5, we want to compute"
182,2,c'(x) = (c0*x^5 + c1*x^4 + c2*x^3 + c3*x^2 + c4*x + c5)x + v_i mod g(x)
183,2,#NAME?
184,2,= c0*(x^6 mod g(x)) + c1*x^5 + c2*x^4 + c3*x^3 + c4*x^2 + c5*x + v_i
185,5,"If we call (x^6 mod g(x)) = k(x), this can be written as"
186,2,c'(x) = (c1*x^5 + c2*x^4 + c3*x^3 + c4*x^2 + c5*x + v_i) + c0*k(x)
187,1,"First, determine the value of c0:"
188,5,Then compute c1*x^5 + c2*x^4 + c3*x^3 + c4*x^2 + c5*x + v_i:
189,5,"Finally, for each set bit n in c0, conditionally add {2^n}k(x):"
190,2,k(x) = {29}x^5 + {22}x^4 + {20}x^3 + {21}x^2 + {29}x + {18}
191,2,{2}k(x) = {19}x^5 +  {5}x^4 +     x^3 +  {3}x^2 + {19}x + {13}
192,2,{4}k(x) = {15}x^5 + {10}x^4 +  {2}x^3 +  {6}x^2 + {15}x + {26}
193,2,{8}k(x) = {30}x^5 + {20}x^4 +  {4}x^3 + {12}x^2 + {30}x + {29}
194,2,{16}k(x) = {21}x^5 +     x^4 +  {8}x^3 + {24}x^2 + {21}x + {19}
195,1,Convert to lower case.
196,1,Expand a HRP for use in checksum computation.
197,1,Verify a checksum.
198,1,"PolyMod computes what value to xor into the final values to make the checksum 0. However,"
199,1,"if we required that the checksum was 0, it would be the case that appending a 0 to a valid"
200,1,"list of values would result in a new valid list. For that reason, Bech32 requires the"
201,1,"resulting checksum to be 1 instead. In Bech32m, this constant was amended."
202,1,Create a checksum.
203,1,Append 6 zeroes
204,1,Determine what to XOR into those 6 zeroes.
205,1,Convert the 5-bit groups in mod to checksum values.
206,1,namespace
207,1,Encode a Bech32 or Bech32m string.
208,1,First ensure that the HRP is all lowercase. BIP-173 and BIP350 require an encoder
209,1,"to return a lowercase Bech32/Bech32m string, but if given an uppercase HRP, the"
210,1,result will always be invalid.
211,1,Decode a Bech32 or Bech32m string.
212,1,namespace bech32
213,1,Copyright (c) 2009-2010 Satoshi Nakamoto
214,1,Copyright (c) 2009-2020 The Bitcoin Core developers
215,1,"Distributed under the MIT software license, see the accompanying"
216,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
217,1,Default number of blocks to generate for RPC generatetoaddress.
218,1,libevent event log callback
219,5,EVENT_LOG_ERR was added in 2.0.19; but before then _EVENT_LOG_ERR existed.
220,1,Ignore everything other than errors
221,1,Exception thrown on connection error.  This error is used to determine
222,1,when to wait if -rpcwait is given.
223,5,This function returns either one of EXIT_ codes when it's expected to stop the process or
224,5,CONTINUE_EXECUTION when it's expected to continue further.
225,5,Check for chain settings (BaseParams() calls are only valid after this clause)
226,1,Reply structure for request_done to fill in
227,5,"If req is nullptr, it means an error occurred while connecting: the
        error code will have been passed to http_error_cb."
228,1,"Class that handles the conversion from a command-line to a JSON-RPC request,
 as well as converting back to a JSON object that can be shown as result."
229,1,Process addrinfo requests
230,1,"Count the number of peers we know by network, including torv2 versus torv3."
231,1,Prepare result to return to user.
232,1,Total address count
233,1,Process getinfo requests
234,1,Create a simulated `getinfo` request.
235,1,Collect values from the batch and form a simulated `getinfo` reply.
236,5,"Errors in getnetworkinfo() and getblockchaininfo() are fatal, pass them on;"
237,5,getwalletinfo() and getbalances() are allowed to fail if there is no wallet.
238,1,Process netinfo requests
239,1,"!< Peer counts by (in/out/total, networks/total)"
240,1,!< Optional user-supplied arg to set dashboard details level
241,1,"Count peer connection totals, and if DetailsRequested(), store peer data in a vector of structs."
242,1,in/out by network
243,1,in/out overall
244,1,total by network
245,1,total overall
246,1,Push data for this peer to the peers vector.
247,1,Generate report header.
248,1,Report detailed peer connections list sorted by direction and minimum ping time.
249,1,variable spacing
250,1,variable spacing
251,1,variable spacing
252,1,variable spacing
253,1,Report peer connection totals by type.
254,1,"false if total i2p peers count is 0, otherwise true"
255,1,ipv4/ipv6/onion peers counts
256,1,i2p peers count
257,1,total peers count
258,1,the outbound row has two extra columns for block relay and manual peer counts
259,1,"Report local addresses, ports, and scores."
260,1,Process RPC generatetoaddress request.
261,1,Process default single requests
262,1,"In preference order, we choose the following for the port:"
263,2,1. -rpcport
264,1,2. port in -rpcconnect (ie following : in ipv4 or ]: in ipv6)
265,1,3. default port for chain
266,1,Obtain event base
267,1,Synchronously look up hostname
268,1,Set connection timeout
269,1,"Indefinite request timeouts are not possible in libevent-http, so we"
270,1,set the timeout to a very long time period instead.
271,1,Average length of year in Gregorian calendar
272,1,Get credentials
273,1,Try fall back to cookie-based authentication if no password is provided
274,1,Attach request data
275,1,check if we should use a special wallet endpoint
276,1,ownership moved to evcon in above call
277,1,Parse reply
278,5,"ConnectAndCallRPC wraps CallRPC with -rpcwait and an exception handler.

 @param[in] rh         Pointer to RequestHandler.
 @param[in] strMethod  Reference to const string method to forward to CallRPC.
 @param[in] rpcwallet  Reference to const optional string wallet name to forward to CallRPC.
 @returns the RPC response as a UniValue object.
 @throws a CConnectionFailed std::runtime_error if connection failed or RPC server still in warmup."
279,1,Execute and handle connection failures with -rpcwait.
280,1,"Connection succeeded, no need to retry."
281,1,Parse UniValue result to update the message to print to std::cout.
282,5,Parse UniValue error to update the message to print to std::cerr and the code to return.
283,5,"GetWalletBalances calls listwallets; if more than one wallet is loaded, it then
 fetches mine.trusted balances for each loaded wallet and pushes them to `result`.

 @param result  Reference to UniValue object the wallet names and balances are pushed to."
284,2,args=
285,2,args=
286,5,"Call RPC getnewaddress.
 @returns getnewaddress response as a UniValue object."
287,2,args=
288,5,"Check bounds and set up args for RPC generatetoaddress params: nblocks, address, maxtries.
 @param[in] address  Reference to const string address to insert into the args.
 @param     args     Reference to vector of string args to modify."
289,1,Skip switches
290,1,Read one arg per line from stdin and append
291,1,Remove trailing method name from arguments vector
292,1,Perform RPC call
293,1,Parse reply
294,1,fetch multiwallet balances and append to result
295,5,Export main() and ensure working ASLR on Windows.
296,1,Exporting a symbol will prevent the linker from stripping
297,1,"the .reloc section from the binary, which is a requirement"
298,1,for ASLR. This is a temporary workaround until a fixed
299,1,version of binutils is used for releases.
300,1,Copyright (c) 2009-2020 The Bitcoin Core developers
301,1,"Distributed under the MIT software license, see the accompanying"
302,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
303,5,This function returns either one of EXIT_ codes when it's expected to stop the process or
304,5,CONTINUE_EXECUTION when it's expected to continue further.
305,5,Check for chain settings (Params() calls are only valid after this clause)
306,1,First part of help message is specific to this utility
307,5,separate NAME:VALUE in string
308,5,separate NAME:FILENAME in string
309,1,load file chunks into one big buffer
310,1,evaluate as JSON buffer register
311,1,parse requested index
312,5,set the nSequence to MAX_INT - 2 (= RBF opt in flag)
313,5,separate TXID:VOUT in string
314,1,extract and validate TXID
315,1,extract and validate vout
316,1,extract the optional sequence number
317,1,append to transaction input list
318,5,Separate into VALUE:ADDRESS
319,1,Extract and validate VALUE
320,1,extract and validate ADDRESS
321,1,"construct TxOut, append to transaction output list"
322,5,Separate into VALUE:PUBKEY[:FLAGS]
323,1,Extract and validate VALUE
324,1,Extract and validate PUBKEY
325,1,Extract and validate FLAGS
326,1,Build a P2WPKH script
327,1,"Get the ID for the script, and then construct a P2SH destination for it."
328,1,"construct TxOut, append to transaction output list"
329,5,Separate into VALUE:REQUIRED:NUMKEYS:PUBKEY1:PUBKEY2:....[:FLAGS]
330,1,Check that there are enough parameters
331,1,Extract and validate VALUE
332,1,Extract REQUIRED
333,1,Extract NUMKEYS
334,1,Validate there are the correct number of pubkeys
335,1,extract and validate PUBKEYs
336,1,Extract FLAGS
337,1,Validate that there were no more parameters passed
338,1,Build a P2WSH with the multisig script
339,1,"Get the ID for the script, and then construct a P2SH destination for it."
340,1,"construct TxOut, append to transaction output list"
341,5,separate [VALUE:]DATA in string
342,1,Extract and validate VALUE
343,1,extract and validate DATA
344,5,separate VALUE:SCRIPT[:FLAGS]
345,1,Extract and validate VALUE
346,1,extract and validate script
347,1,Extract FLAGS
348,1,"construct TxOut, append to transaction output list"
349,1,parse requested deletion index
350,1,delete input from transaction
351,1,parse requested deletion index
352,1,delete output from transaction
353,1,mergedTx will end up with all the signatures; it
354,1,starts as a clone of the raw tx:
355,1,Add previous txouts given in the RPC call:
356,1,"if redeemScript given and private keys given,"
357,1,add redeemScript to the tempKeystore so it can be signed:
358,1,Sign what we can:
359,5,Only sign SIGHASH_SINGLE if there's a corresponding output:
360,1,include_addresses
361,1,the hex-encoded transaction hash (aka the transaction id)
362,1,"Skip switches; Permit common stdin convention ""-"""
363,1,require at least one param
364,1,param: hex-encoded bitcoin transaction
365,1,"""-"" implies standard input"
366,1,Copyright (c) 2009-2020 The Bitcoin Core developers
367,1,"Distributed under the MIT software license, see the accompanying"
368,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
369,5,This function returns either one of EXIT_ codes when it's expected to stop the process or
370,5,CONTINUE_EXECUTION when it's expected to continue further.
371,5,Check for chain settings (Params() calls are only valid after this clause)
372,1,First part of help message is specific to this utility
373,1,working copy
374,5,Export main() and ensure working ASLR on Windows.
375,1,Exporting a symbol will prevent the linker from stripping
376,1,"the .reloc section from the binary, which is a requirement"
377,1,for ASLR. This is a temporary workaround until a fixed
378,1,version of binutils is used for releases.
379,1,Copyright (c) 2016-2020 The Bitcoin Core developers
380,1,"Distributed under the MIT software license, see the accompanying"
381,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
382,1,"check for printtoconsole, allow -debug"
383,5,Check for chain settings (Params() calls are only valid after this clause)
384,1,Copyright (c) 2009-2010 Satoshi Nakamoto
385,1,Copyright (c) 2009-2020 The Bitcoin Core developers
386,1,"Distributed under the MIT software license, see the accompanying"
387,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
388,5,"Custom implementation of daemon(). This implements the same order of operations as glibc.
 Opens a pipe to the child process to be able to wait for an event to occur.

 @returns 0 if successful, and in child process.
          >0 if successful, and in parent process.
          -1 in case of error (in parent process).

          In case of success, endpoint will be one end of a pipe from the child to parent process,
          which can be used with TokenWrite (in the child) or TokenRead (in the parent)."
389,1,communication pipe with child process
390,1,pipe or pipe2 failed.
391,1,fork failed.
392,1,"Parent process gets read end, closes write end."
393,1,Something went wrong while setting up child process.
394,1,"Child process gets write end, closes read end."
395,1,setsid failed.
396,1,chdir failed.
397,1,"Open /dev/null, and clone it into STDIN, STDOUT and STDERR to detach"
398,1,from terminal.
399,5,Don't close if fd<=2 to try to handle the case where the program was invoked without any file descriptors open.
400,1,dup2 failed.
401,5,open /dev/null failed.
402,1,Success
403,5,"If Qt is used, parameters/bitcoin.conf are parsed in qt/bitcoin.cpp's main()"
404,1,Process help and version before taking care about datadir
405,1,Communication with parent after daemonizing. This is used for signalling in the following ways:
406,5,- a boolean token is sent when the initialization process (all the Init* functions) have finished to indicate
407,1,"that the parent process can quit, and whether it was successful/unsuccessful."
408,2,#NAME?
409,1,"end, which is interpreted as failure to start."
410,5,Check for chain settings (Params() calls are only valid after this clause)
411,1,Error out when loose non-argument tokens are encountered on command line
412,1,-server defaults to true for bitcoind but not for the GUI so do this here
413,1,Set this early so that parameter interactions go to console
414,1,"InitError will have been called with detailed error, which ends up on console"
415,1,"InitError will have been called with detailed error, which ends up on console"
416,1,"InitError will have been called with detailed error, which ends up on console"
417,1,Daemonize
418,5,"don't chdir (1), do close FDs (0)"
419,5,Child: continue.
420,1,"If -daemonwait is not enabled, immediately send a success token the parent."
421,1,Error happened.
422,5,Parent: wait and exit.
423,1,Success
424,5,fRet = false or token read error (premature exit).
425,2,HAVE_DECL_FORK
426,1,Lock data directory after daemonization
427,1,"If locking the data directory failed, exit immediately"
428,1,"Signal initialization status to parent, then close pipe."
429,1,Connect bitcoind signal handlers
430,1,Copyright (c) 2016-2020 The Bitcoin Core developers
431,1,"Distributed under the MIT software license, see the accompanying"
432,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
433,1,TODO: Use our mempool prior to block acceptance to predictively fill more than just the coinbase
434,1,"index is a uint16_t, so can't overflow here"
435,1,If we are inserting a tx at an index greater than our full list of shorttxids
436,1,"plus the number of prefilled txn we've inserted, then we have txn for which we"
437,1,have neither a prefilled txn or a shorttxid!
438,1,Calculate map of txids -> positions and check mempool to see what we have (or don't)
439,1,Because well-formed cmpctblock messages will have a (relatively) uniform distribution
440,1,"of short IDs, any highly-uneven distribution of elements can be safely treated as a"
441,2,READ_STATUS_FAILED.
442,1,"To determine the chance that the number of entries in a bucket exceeds N,"
443,1,we use the fact that the number of elements in a single bucket is
444,1,"binomially distributed (with n = the number of shorttxids S, and p ="
445,1,"1 / the number of buckets), that in the worst case the number of buckets is"
446,5,"equal to S (due to std::unordered_map having a default load factor of 1.0),"
447,1,and that the chance for any bucket to exceed N elements is at most
448,1,buckets(the chance that any given bucket is above N elements).
449,5,"Thus: P(max_elements_per_bucket > N) <= S(1 - cdf(binomial(n=S,p=1/S), N))."
450,1,"If we assume blocks of up to 16000, allowing 12 elements per bucket should"
451,1,only fail once per ~1 million block transfers (per peer and connection).
452,1,"TODO: in the shortid-collision case, we should instead request both transactions"
453,1,which collided. Falling back to full-block-request here is overkill.
454,1,Short ID collision
455,1,"If we find two mempool txn that match the short id, just request it."
456,1,"This should be rare enough that the extra bandwidth doesn't matter,"
457,1,but eating a round-trip due to FillBlock failure would be annoying
458,1,"Though ideally we'd continue scanning for the two-txn-match-shortid case,"
459,1,the performance win of an early exit here is too good to pass up and worth
460,1,the extra risk.
461,1,"If we find two mempool/extra txn that match the short id, just"
462,1,request it.
463,1,"This should be rare enough that the extra bandwidth doesn't matter,"
464,1,but eating a round-trip due to FillBlock failure would be annoying
465,1,Note that we don't want duplication between extra_txn and mempool to
466,1,"trigger this case, so we compare witness hashes first"
467,1,"Though ideally we'd continue scanning for the two-txn-match-shortid case,"
468,1,the performance win of an early exit here is too good to pass up and worth
469,1,the extra risk.
470,5,Make sure we can't call FillBlock again.
471,1,"TODO: We really want to just check merkle tree manually here,"
472,5,"but that is expensive, and CheckBlock caches a block's"
473,5,"""checked-status"" (in the CBlock?). CBlock should be able to"
474,1,check its own merkle root and cache that check.
475,1,Possible Short ID collision
476,1,Copyright (c) 2018-2020 The Bitcoin Core developers
477,1,"Distributed under the MIT software license, see the accompanying"
478,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
479,1,/ SerType used to serialize parameters in GCS filter encoding.
480,1,/ Protocol version used to serialize parameters in GCS filter encoding.
481,1,"Map a value x that is uniformly distributed in the range [0, 2^64) to a"
482,1,"value uniformly distributed in [0, n) by returning the upper 64 bits of"
483,1,xn.
484,5,See: https://lemire.me/blog/2016/06/27/a-fast-alternative-to-the-modulo-reduction/
485,1,To perform the calculation on 64-bit numbers without losing the
486,1,"result to overflow, split the numbers into the most significant and"
487,1,least significant 32 bits and perform multiplication piece-wise.
488,5,See: https://stackoverflow.com/a/26855440
489,1,Verify that the encoded filter contains exactly N elements. If it has too much or too little
490,5,"data, a std::ios_base::failure exception will be raised."
491,1,Seek forward by size of N
492,1,Copyright (c) 2012-2020 The Bitcoin Core developers
493,1,"Distributed under the MIT software license, see the accompanying"
494,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
495,5,"The ideal size for a bloom filter with a given number of elements and false positive rate is:
     - nElements log(fp rate) / ln(2)^2
     We ignore filter parameters which will create a bloom filter larger than the protocol limits"
496,5,"The ideal number of hash functions is filter size ln(2) / number of elements
     Again, we ignore filter parameters which will create a bloom filter with more hash functions than the protocol limits
     See https://en.wikipedia.org/wiki/Bloom_filter for an explanation of these formulas"
497,5,0xFBA4C795 chosen as it guarantees a reasonable bit difference between nHashNum values.
498,1,Avoid divide-by-zero (CVE-2013-5700)
499,1,Sets bit nIndex of vData
500,1,Avoid divide-by-zero (CVE-2013-5700)
501,1,Checks bit nIndex of vData
502,1,Match if the filter contains the hash of tx
503,1,for finding tx when they appear in a block
504,2,"zero-size = ""match-all"" filter"
505,1,Match if the filter contains any arbitrary script data element in any scriptPubKey in tx
506,1,"If this matches, also add the specific output that was matched."
507,1,This means clients don't have to update the filter themselves when a new relevant tx
508,1,"is discovered in order to find spending transactions, which avoids round-tripping and race conditions."
509,1,Match if the filter contains an outpoint tx spends
510,1,Match if the filter contains any arbitrary script data element in any scriptSig in tx
511,5,"The optimal number of hash functions is log(fpRate) / log(0.5), but
    restrict it to the range 1-50."
512,1,"In this rolling bloom filter, we'll store between 2 and 3 generations of nElements / 2 entries."
513,5,"The maximum fpRate = pow(1.0 - exp(-nHashFuncsnMaxElements / nFilterBits), nHashFuncs)
    =>          pow(fpRate, 1.0 / nHashFuncs) = 1.0 - exp(-nHashFuncsnMaxElements / nFilterBits)
    =>          1.0 - pow(fpRate, 1.0 / nHashFuncs) = exp(-nHashFuncsnMaxElements / nFilterBits)
    =>          log(1.0 - pow(fpRate, 1.0 / nHashFuncs)) = -nHashFuncsnMaxElements / nFilterBits
    =>          nFilterBits = -nHashFuncsnMaxElements / log(1.0 - pow(fpRate, 1.0 / nHashFuncs))
    =>          nFilterBits = -nHashFuncsnMaxElements / log(1.0 - exp(logFpRate / nHashFuncs))"
514,5,"For each data element we need to store 2 bits. If both bits are 0, the
    bit is treated as unset. If the bits are (01), (10), or (11), the bit is
    treated as set in generation 1, 2, or 3 respectively.
    These bits are stored in separate integers: position P corresponds to bit
    (P & 63) of the integers data[(P >> 6)2] and data[(P >> 6)2 + 1]."
515,5,Similar to CBloomFilter::Hash
516,1,"A replacement for x % n. This assumes that x and n are 32bit integers, and x is a uniformly random distributed 32bit value"
517,1,which should be the case for a good hash.
518,5,See https://lemire.me/blog/2016/06/27/a-fast-alternative-to-the-modulo-reduction/
519,1,Wipe old entries that used this generation number.
520,1,"FastMod works with the upper bits of h, so it is safe to ignore that the lower bits of h are already used for bit."
521,1,"The lowest bit of pos is ignored, and set to zero for the first bit, and to one for the second."
522,5,"If the relevant bit is not set in either data[pos & ~1] or data[pos | 1], the filter does not contain vKey"
523,1,Copyright (c) 2009-2010 Satoshi Nakamoto
524,1,Copyright (c) 2009-2019 The Bitcoin Core developers
525,1,"Distributed under the MIT software license, see the accompanying"
526,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
527,1,CChain implementation
528,1,Stop when we have added the genesis block.
529,1,"Exponentially larger steps back, plus the genesis block."
530,5,Use O(1) CChain index if possible.
531,5,"Otherwise, use O(log n) skiplist."
532,1,Turn the lowest '1' bit in the binary representation of a number into a '0'.
533,1,Compute what height to jump back to with the CBlockIndex::pskip pointer.
534,1,"Determine which height to jump back to. Any number strictly lower than height is acceptable,"
535,1,but the following expression seems to perform well in simulations (max 110 steps to go back
536,2,up to 2**18 blocks).
537,5,Only follow pskip if pprev->pskip isn't better than pskip->pprev.
538,5,"We need to compute 2**256 / (bnTarget+1), but we can't represent 2**256"
539,1,"as it's too large for an arith_uint256. However, as 2**256 is at least as large"
540,5,"as bnTarget+1, it is equal to ((2**256 - bnTarget - 1) / (bnTarget+1)) + 1,"
541,2,or ~bnTarget / (bnTarget+1) + 1.
542,1,"Find the last common ancestor two blocks have.
  Both pa and pb must be non-nullptr."
543,1,Eventually all chain branches meet at the genesis block.
544,1,Copyright (c) 2010 Satoshi Nakamoto
545,1,Copyright (c) 2009-2020 The Bitcoin Core developers
546,1,"Distributed under the MIT software license, see the accompanying"
547,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
548,1,for signet block challenge hash
